"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"5333",81645,"Seinfeld","3","19","GEORGE","We are going to the Knick game! Michael Jordan!",0,"male",8164,1992,8,"1989-1993"
"5334",81655,"Seinfeld","3","19","JERRY","We're going to the Knick game!",0,"male",8165,1992,5,"1989-1993"
"5335",81665,"Seinfeld","3","19","GEORGE","Did I tell you?! Did I tell you?!",0,"male",8166,1992,7,"1989-1993"
"5336",81675,"Seinfeld","3","19","JERRY","I can't believe it! You may have hit with this one!",0,"male",8167,1992,10,"1989-1993"
"5337",81685,"Seinfeld","3","19","GEORGE","You see, you see? I see things as they are and I say, 'no!' Uh, wait, you see things as they are not and you s- Wait, uh, you see things, do you see things as they are? What do you say when you see things?",0,"male",8168,1992,45,"1989-1993"
"5338",81695,"Seinfeld","3","19","JERRY","Lemme call Elaine and Kramer.",0,"male",8169,1992,4,"1989-1993"
"5339",81705,"Seinfeld","3","19","GEORGE","If I see things as they are, I would ask 'why' or 'why not?'",0,"male",8170,1992,13,"1989-1993"
"5340",81719,"Seinfeld","3","19","JERRY","Elaine? It's me. What are you doing tonight? Great. George and I have tickets, four free passes to the Knicks-Bulls game, Madison Square Garden. Can you go? Great, listen, call Kramer, tell him to meet us on the corner at seven o'clock. Alright. We're gonna pick you up in a limo. That's right baby-doll. Hey listen, when we pick you up, I'm Murphy and George is O'Brien. I can't tell you now, it's a long story. I am serious. Okay. Okay bye. 'Scuse me, driver, we have to make a little stop first.",0,"male",8171,1992,92,"1989-1993"
"5341",81744,"Seinfeld","3","19","GEORGE","Where are we going? Why are we pulling off here?",0,"male",8174,1992,9,"1989-1993"
"5342",81765,"Seinfeld","3","19","GEORGE","We're on the Grand Central, there's no traffic.",0,"male",8176,1992,7,"1989-1993"
"5343",81775,"Seinfeld","3","19","JERRY","'Scuse me, driver, why are we getting off this exit?",0,"male",8177,1992,9,"1989-1993"
"5344",81785,"Seinfeld","3","19","GEORGE","Right. The other members of our party. Other members of our party? What other members of our party? I didn't even know we we're in a party. Oh, I'm telling you, the jig is up.",0,"male",8178,1992,34,"1989-1993"
"5345",81795,"Seinfeld","3","19","JERRY","It was a bad jig to begin with, we never should have started this jig.",0,"male",8179,1992,14,"1989-1993"
"5346",81805,"Seinfeld","3","19","GEORGE","It was a good jig.",0,"male",8180,1992,4,"1989-1993"
"5347",81819,"Seinfeld","3","19","JERRY","It was a bad jig, a terrible terrible jig. What are we gonna do now? They're gonna know you're not O'Brien.",0,"male",8181,1992,20,"1989-1993"
"5348",81825,"Seinfeld","3","19","GEORGE","There could be more than one O'Brien on a plane who ordered a limo.",0,"male",8182,1992,13,"1989-1993"
"5349",81835,"Seinfeld","3","19","JERRY","First of all, you don't look like any O'Brien, period.",0,"male",8183,1992,9,"1989-1993"
"5350",81845,"Seinfeld","3","19","GEORGE","Well you should have been O'Brien.",0,"male",8184,1992,5,"1989-1993"
"5351",81855,"Seinfeld","3","19","JERRY","I don't want to be Murphy anymore; do I still have to be Murphy?",0,"male",8185,1992,13,"1989-1993"
"5352",81865,"Seinfeld","3","19","GEORGE","Yes, you have to be Murphy.",0,"male",8186,1992,5,"1989-1993"
"5353",81875,"Seinfeld","3","19","JERRY","It makes no sense now, me being Murphy.",0,"male",8187,1992,7,"1989-1993"
"5354",81905,"Seinfeld","3","19","GEORGE","You're Murphy!! Look, let's just jump out of the car.",0,"male",8190,1992,9,"1989-1993"
"5355",81919,"Seinfeld","3","19","JERRY","We're doing sixty miles an hour!",0,"male",8191,1992,5,"1989-1993"
"5356",81924,"Seinfeld","3","19","GEORGE","So we jump and roll, you won't get hurt.",0,"male",8192,1992,8,"1989-1993"
"5357",81945,"Seinfeld","3","19","GEORGE","We're slowing down. Are those the people?",0,"male",8194,1992,6,"1989-1993"
"5358",81955,"Seinfeld","3","19","JERRY","Alright put your hands up over your face, pretend you're sleeping.",0,"male",8195,1992,10,"1989-1993"
"5359",81965,"Seinfeld","3","19","JERRY","No, I'm, uh, Dylan Murphy. Mr. O'Brien had a long trip, he's sleeping.",0,"male",8196,1992,12,"1989-1993"
"5360",81985,"Seinfeld","3","19","JERRY","Oh, yes, he's very proud of his work in the big game. So you've never uh, met him before?",0,"male",8198,1992,18,"1989-1993"
"5361",81994,"Seinfeld","3","19","JERRY","Never seen a picture of him?",0,"male",8199,1992,5,"1989-1993"
"5362",82004,"Seinfeld","3","19","JERRY","Not even on the book jacket?",0,"male",8200,1992,5,"1989-1993"
"5363",82018,"Seinfeld","3","19","JERRY","Hey O'Brien, wake up, c'mon, we got company. Wake up.",0,"male",8201,1992,9,"1989-1993"
"5364",82055,"Seinfeld","3","19","KRAMER","What, you took a cab?",0,"male",8205,1992,4,"1989-1993"
